sample	strainID	evo_hist	count_correct	count_correct_thresh	f	target_f	replicate	strep_conc	transfers	n_species	community_type	plate_well
P34_2_256	HAMBI_1896	evo	7224	7224	0.5666771258236586	0.9	2	256	8	2	experiment	03H
P34_2_64	HAMBI_0403	evo	4301	4301	0.5023359028264425	0.1	2	64	8	2	experiment	03H
P34_2_64	HAMBI_1896	evo	4261	4261	0.4976640971735576	0.9	2	64	8	2	experiment	03H
P34_s_0	HAMBI_1896	evo	2376	2376	0.8618063112078346	0.9	1	NA	0	2	masterplate	06F
P34_s_0	HAMBI_0403	evo	381	381	0.1381936887921654	0.1	1	NA	0	2	masterplate	06F
P35_1_0	HAMBI_1287	anc	10013	10013	1	0.9	1	0	8	2	experiment	11G
P35_1_0	HAMBI_0403	evo	9	0	0	0.1	1	0	8	2	experiment	11G
P35_1_16	HAMBI_1287	anc	7008	7008	1	0.9	1	16	8	2	experiment	11G
P35_1_16	HAMBI_0403	evo	21	0	0	0.1	1	16	8	2	experiment	11G
P35_1_256	HAMBI_1287	anc	8846	8846	1	0.9	1	256	8	2	experiment	11G
P35_1_256	HAMBI_0403	evo	45	0	0	0.1	1	256	8	2	experiment	11G
P35_1_64	HAMBI_1287	anc	6757	6757	1	0.9	1	64	8	2	experiment	11G
P35_1_64	HAMBI_0403	evo	15	0	0	0.1	1	64	8	2	experiment	11G
P35_2_0	HAMBI_1287	anc	8620	8620	1	0.9	2	0	8	2	experiment	12G
P35_2_0	HAMBI_0403	evo	12	0	0	0.1	2	0	8	2	experiment	12G
P35_2_16	HAMBI_1287	anc	6463	6463	1	0.9	2	16	8	2	experiment	12G
P35_2_16	HAMBI_0403	evo	26	0	0	0.1	2	16	8	2	experiment	12G
P35_2_256	HAMBI_1287	anc	6927	6927	1	0.9	2	256	8	2	experiment	12G
P35_2_256	HAMBI_0403	evo	45	0	0	0.1	2	256	8	2	experiment	12G
P35_2_64	HAMBI_1287	anc	7656	7656	1	0.9	2	64	8	2	experiment	12G
P35_2_64	HAMBI_0403	evo	23	0	0	0.1	2	64	8	2	experiment	12G
P35_s_0	HAMBI_1287	anc	6244	6244	0.8826689284704552	0.9	1	NA	0	2	masterplate	04H
P35_s_0	HAMBI_0403	evo	830	830	0.1173310715295448	0.1	1	NA	0	2	masterplate	04H
P36_1_0	HAMBI_1287	evo	9988	9988	1	0.9	1	0	8	2	experiment	12H
P36_1_0	HAMBI_0403	evo	18	0	0	0.1	1	0	8	2	experiment	12H
P36_1_16	HAMBI_0403	evo	5512	5512	0.7432578209277239	0.1	1	16	8	2	experiment	12H
P36_1_16	HAMBI_1287	evo	1904	1904	0.25674217907227614	0.9	1	16	8	2	experiment	12H
P36_1_256	HAMBI_0403	evo	14974	14974	0.9008542894958489	0.1	1	256	8	2	experiment	12H
P36_1_256	HAMBI_1287	evo	1648	1648	0.09914571050415112	0.9	1	256	8	2	experiment	12H
P36_1_64	HAMBI_0403	evo	7982	7982	0.7418215613382899	0.1	1	64	8	2	experiment	12H
P36_1_64	HAMBI_1287	evo	2778	2778	0.25817843866171003	0.9	1	64	8	2	experiment	12H
P36_2_16	HAMBI_0403	evo	7134	7134	0.7740885416666666	0.1	2	16	8	2	experiment	11H
P36_2_16	HAMBI_1287	evo	2082	2082	0.22591145833333334	0.9	2	16	8	2	experiment	11H
P36_2_256	HAMBI_0403	evo	11583	11583	0.7860342019543974	0.1	2	256	8	2	experiment	11H
P36_2_256	HAMBI_1287	evo	3153	3153	0.21396579804560262	0.9	2	256	8	2	experiment	11H
P36_2_64	HAMBI_0403	evo	7759	7759	0.7100109809663251	0.1	2	64	8	2	experiment	11H
P36_2_64	HAMBI_1287	evo	3169	3169	0.28998901903367497	0.9	2	64	8	2	experiment	11H
P36_s_0	HAMBI_1287	evo	3969	3969	0.7232142857142857	0.9	1	NA	0	2	masterplate	05H
P36_s_0	HAMBI_0403	evo	1519	1519	0.2767857142857143	0.1	1	NA	0	2	masterplate	05H
P37_1_0	HAMBI_1287	anc	10731	10731	0.7180327868852459	0.1	1	0	8	2	experiment	05C
P37_1_0	HAMBI_1977	anc	4214	4214	0.2819672131147541	0.9	1	0	8	2	experiment	05C
P37_1_16	HAMBI_1287	anc	9958	9958	1	0.1	1	16	8	2	experiment	05C
P37_1_16	HAMBI_1977	anc	68	0	0	0.9	1	16	8	2	experiment	05C
P37_1_256	HAMBI_1287	anc	13518	13518	1	0.1	1	256	8	2	experiment	05C
P37_1_256	HAMBI_1977	anc	8	0	0	0.9	1	256	8	2	experiment	05C
P37_1_64	HAMBI_1287	anc	11219	11219	1	0.1	1	64	8	2	experiment	05C
P37_1_64	HAMBI_1977	anc	6	0	0	0.9	1	64	8	2	experiment	05C
P37_2_0	HAMBI_1287	anc	11456	11456	0.727318900387277	0.1	2	0	8	2	experiment	06C
P37_2_0	HAMBI_1977	anc	4295	4295	0.272681099612723	0.9	2	0	8	2	experiment	06C
P37_2_16	HAMBI_1287	anc	9254	9254	1	0.1	2	16	8	2	experiment	06C
P37_2_16	HAMBI_1977	anc	57	0	0	0.9	2	16	8	2	experiment	06C
P37_2_256	HAMBI_1287	anc	13912	13912	1	0.1	2	256	8	2	experiment	06C
P37_2_256	HAMBI_1977	anc	15	0	0	0.9	2	256	8	2	experiment	06C
P37_2_64	HAMBI_1287	anc	10942	10942	1	0.1	2	64	8	2	experiment	06C
P37_2_64	HAMBI_1977	anc	14	0	0	0.9	2	64	8	2	experiment	06C
P37_s_0	HAMBI_1977	anc	5408	5408	0.8501807891840906	0.9	1	NA	0	2	masterplate	04C
P37_s_0	HAMBI_1287	anc	953	953	0.14981921081590946	0.1	1	NA	0	2	masterplate	04C
P38_1_16	HAMBI_1287	anc	7371	7371	0.8087557603686636	0.1	1	16	8	2	experiment	06D
P38_1_16	HAMBI_1977	evo	1743	1743	0.1912442396313364	0.9	1	16	8	2	experiment	06D
P38_1_256	HAMBI_1287	anc	9133	9133	0.6823309675009339	0.1	1	256	8	2	experiment	06D
P38_1_256	HAMBI_1977	evo	4252	4252	0.31766903249906614	0.9	1	256	8	2	experiment	06D
P38_1_64	HAMBI_1287	anc	7134	7134	0.7711598746081505	0.1	1	64	8	2	experiment	06D
P38_1_64	HAMBI_1977	evo	2117	2117	0.22884012539184953	0.9	1	64	8	2	experiment	06D
P38_2_0	HAMBI_1287	anc	9676	9676	0.8269378685582429	0.1	2	0	8	2	experiment	05D
P38_2_0	HAMBI_1977	evo	2025	2025	0.1730621314417571	0.9	2	0	8	2	experiment	05D
P38_2_16	HAMBI_1287	anc	5585	5585	0.7711958022645679	0.1	2	16	8	2	experiment	05D
P38_2_16	HAMBI_1977	evo	1657	1657	0.2288041977354322	0.9	2	16	8	2	experiment	05D
P38_2_256	HAMBI_1287	anc	8378	8378	0.6682086457170202	0.1	2	256	8	2	experiment	05D
P38_2_256	HAMBI_1977	evo	4160	4160	0.33179135428297973	0.9	2	256	8	2	experiment	05D
P38_2_64	HAMBI_1287	anc	12345	12345	1	0.1	2	64	8	2	experiment	05D
P38_2_64	HAMBI_1977	evo	75	0	0	0.9	2	64	8	2	experiment	05D
P38_s_0	HAMBI_1977	evo	6280	6280	0.8674033149171271	0.9	1	NA	0	2	masterplate	05C
P38_s_0	HAMBI_1287	anc	960	960	0.13259668508287292	0.1	1	NA	0	2	masterplate	05C
P39_1_0	HAMBI_1287	anc	7130	7130	0.672514619883041	0.1	1	0	8	2	experiment	05G
P39_1_0	HAMBI_1896	anc	3472	3472	0.32748538011695905	0.9	1	0	8	2	experiment	05G
P39_1_16	HAMBI_1287	anc	4852	4852	0.6249356002060793	0.1	1	16	8	2	experiment	05G
P39_1_16	HAMBI_1896	anc	2912	2912	0.37506439979392064	0.9	1	16	8	2	experiment	05G
P39_1_256	HAMBI_1287	anc	8624	8624	1	0.1	1	256	8	2	experiment	05G
P39_1_256	HAMBI_1896	anc	40	0	0	0.9	1	256	8	2	experiment	05G
P39_1_64	HAMBI_1287	anc	9767	9767	1	0.1	1	64	8	2	experiment	05G
P39_1_64	HAMBI_1896	anc	33	0	0	0.9	1	64	8	2	experiment	05G
P39_2_0	HAMBI_1287	anc	13103	13103	0.6736414580227238	0.1	2	0	8	2	experiment	06G
P39_2_0	HAMBI_1896	anc	6348	6348	0.3263585419772762	0.9	2	0	8	2	experiment	06G
P39_2_16	HAMBI_1287	anc	7790	7790	0.6472787702534275	0.1	2	16	8	2	experiment	06G
P39_2_16	HAMBI_1896	anc	4245	4245	0.3527212297465725	0.9	2	16	8	2	experiment	06G
P39_2_256	HAMBI_1287	anc	8524	8524	1	0.1	2	256	8	2	experiment	06G
P39_2_256	HAMBI_1896	anc	45	0	0	0.9	2	256	8	2	experiment	06G
P39_2_64	HAMBI_1287	anc	12232	12232	1	0.1	2	64	8	2	experiment	06G
P39_2_64	HAMBI_1896	anc	61	0	0	0.9	2	64	8	2	experiment	06G
P39_s_0	HAMBI_1896	anc	5594	5594	0.8107246376811594	0.9	1	NA	0	2	masterplate	06C
P39_s_0	HAMBI_1287	anc	1306	1306	0.18927536231884057	0.1	1	NA	0	2	masterplate	06C
P40_1_0	HAMBI_1287	anc	15051	15051	0.9518719959524412	0.1	1	0	8	2	experiment	06H
P40_1_0	HAMBI_1896	evo	761	761	0.04812800404755881	0.9	1	0	8	2	experiment	06H
P40_1_16	HAMBI_1287	anc	8913	8913	0.9120957838722882	0.1	1	16	8	2	experiment	06H
P40_1_16	HAMBI_1896	evo	859	859	0.08790421612771183	0.9	1	16	8	2	experiment	06H
P40_1_256	HAMBI_1287	anc	7242	7242	0.736499542357368	0.1	1	256	8	2	experiment	06H
P40_1_256	HAMBI_1896	evo	2591	2591	0.26350045764263197	0.9	1	256	8	2	experiment	06H
P40_1_64	HAMBI_1287	anc	11498	11498	0.8870544669032556	0.1	1	64	8	2	experiment	06H
P40_1_64	HAMBI_1896	evo	1464	1464	0.11294553309674434	0.9	1	64	8	2	experiment	06H
P40_2_0	HAMBI_1287	anc	14559	14559	0.9082912221598353	0.1	2	0	8	2	experiment	05H
P40_2_0	HAMBI_1896	evo	1470	1470	0.091708777840164707	0.9	2	0	8	2	experiment	05H
P40_2_16	HAMBI_1287	anc	8144	8144	0.883297180043384	0.1	2	16	8	2	experiment	05H
P40_2_16	HAMBI_1896	evo	1076	1076	0.11670281995661605	0.9	2	16	8	2	experiment	05H
P40_2_256	HAMBI_1287	anc	5456	5456	0.5221552301655661	0.1	2	256	8	2	experiment	05H
P40_2_256	HAMBI_1896	evo	4993	4993	0.4778447698344339	0.9	2	256	8	2	experiment	05H
P40_2_64	HAMBI_1287	anc	7571	7571	0.8512480323813807	0.1	2	64	8	2	experiment	05H
P40_2_64	HAMBI_1896	evo	1323	1323	0.1487519676186193	0.9	2	64	8	2	experiment	05H
P40_s_0	HAMBI_1896	evo	3485	3485	0.7881049298959747	0.9	1	NA	0	2	masterplate	06G
P40_s_0	HAMBI_1287	anc	937	937	0.21189507010402533	0.1	1	NA	0	2	masterplate	06G
P41_1_0	HAMBI_1977	anc	12351	12351	0.9086294416243654	0.9	1	0	8	2	experiment	07C
P41_1_0	HAMBI_1287	evo	1242	1242	0.09137055837563451	0.1	1	0	8	2	experiment	07C
P41_1_16	HAMBI_1977	anc	8895	8895	0.8675509606944309	0.9	1	16	8	2	experiment	07C
P41_1_16	HAMBI_1287	evo	1358	1358	0.1324490393055691	0.1	1	16	8	2	experiment	07C
P41_1_256	HAMBI_1287	evo	5061	5061	1	0.1	1	256	8	2	experiment	07C
P41_1_256	HAMBI_1977	anc	49	0	0	0.9	1	256	8	2	experiment	07C
P41_1_64	HAMBI_1287	evo	12022	12022	1	0.1	1	64	8	2	experiment	07C
P41_1_64	HAMBI_1977	anc	56	0	0	0.9	1	64	8	2	experiment	07C
P41_2_0	HAMBI_1977	anc	12751	12751	0.8749142308220118	0.9	2	0	8	2	experiment	08C
P41_2_0	HAMBI_1287	evo	1823	1823	0.1250857691779882	0.1	2	0	8	2	experiment	08C
P41_2_16	HAMBI_1287	evo	5846	5846	0.966920277869666	0.1	2	16	8	2	experiment	08C
P41_2_16	HAMBI_1977	anc	200	200	0.033079722130334104	0.9	2	16	8	2	experiment	08C
P41_2_256	HAMBI_1287	evo	6855	6855	1	0.1	2	256	8	2	experiment	08C
P41_2_256	HAMBI_1977	anc	41	0	0	0.9	2	256	8	2	experiment	08C
P41_2_64	HAMBI_1287	evo	12696	12696	1	0.1	2	64	8	2	experiment	08C
P41_2_64	HAMBI_1977	anc	114	0	0	0.9	2	64	8	2	experiment	08C
P41_s_0	HAMBI_1977	anc	3310	3310	0.8907427341227125	0.9	1	NA	0	2	masterplate	04D
P41_s_0	HAMBI_1287	evo	406	406	0.1092572658772874	0.1	1	NA	0	2	masterplate	04D
P42_1_0	HAMBI_1977	evo	9985	9985	0.8068686868686868	0.9	1	0	8	2	experiment	08D
P42_1_0	HAMBI_1287	evo	2390	2390	0.19313131313131313	0.1	1	0	8	2	experiment	08D
P42_1_16	HAMBI_1977	evo	7483	7483	0.8595221686193429	0.9	1	16	8	2	experiment	08D
P42_1_16	HAMBI_1287	evo	1223	1223	0.14047783138065703	0.1	1	16	8	2	experiment	08D
P42_1_256	HAMBI_1977	evo	10464	10464	0.8727272727272727	0.9	1	256	8	2	experiment	08D
P42_1_256	HAMBI_1287	evo	1526	1526	0.12727272727272726	0.1	1	256	8	2	experiment	08D
P42_1_64	HAMBI_1977	evo	8697	8697	0.8613449539467168	0.9	1	64	8	2	experiment	08D
P42_1_64	HAMBI_1287	evo	1400	1400	0.13865504605328316	0.1	1	64	8	2	experiment	08D
P42_2_0	HAMBI_1977	evo	8291	8291	0.7779863000844516	0.9	2	0	8	2	experiment	07D
P42_2_0	HAMBI_1287	evo	2366	2366	0.22201369991554848	0.1	2	0	8	2	experiment	07D
P42_2_16	HAMBI_1977	evo	7850	7850	0.8277971106190024	0.9	2	16	8	2	experiment	07D
P42_2_16	HAMBI_1287	evo	1633	1633	0.17220288938099756	0.1	2	16	8	2	experiment	07D
P42_2_256	HAMBI_1977	evo	11774	11774	0.9361532956984973	0.9	2	256	8	2	experiment	07D
P42_2_256	HAMBI_1287	evo	803	803	0.06384670430150274	0.1	2	256	8	2	experiment	07D
P42_2_64	HAMBI_1977	evo	11356	11356	0.8481589364403614	0.9	2	64	8	2	experiment	07D
P42_2_64	HAMBI_1287	evo	2033	2033	0.1518410635596385	0.1	2	64	8	2	experiment	07D
P42_s_0	HAMBI_1977	evo	5732	5732	0.8675647041017103	0.9	1	NA	0	2	masterplate	05D
P42_s_0	HAMBI_1287	evo	875	875	0.1324352958982897	0.1	1	NA	0	2	masterplate	05D
P43_1_16	HAMBI_1896	anc	6322	6322	0.7116964989305414	0.9	1	16	8	2	experiment	07G
P43_1_16	HAMBI_1287	evo	2561	2561	0.2883035010694585	0.1	1	16	8	2	experiment	07G
P43_1_256	HAMBI_1287	evo	3468	3468	1	0.1	1	256	8	2	experiment	07G
P43_1_256	HAMBI_1896	anc	78	0	0	0.9	1	256	8	2	experiment	07G
P43_1_64	HAMBI_1287	evo	6664	6664	0.4495716116845443	0.1	1	64	8	2	experiment	07G
P43_1_64	HAMBI_1896	anc	8159	8159	0.5504283883154557	0.9	1	64	8	2	experiment	07G
P43_2_16	HAMBI_1896	anc	5950	5950	0.7524026302478503	0.9	2	16	8	2	experiment	08G
P43_2_16	HAMBI_1287	evo	1958	1958	0.24759736975214972	0.1	2	16	8	2	experiment	08G
P43_2_256	HAMBI_1287	evo	3154	3154	1	0.1	2	256	8	2	experiment	08G
P43_2_256	HAMBI_1896	anc	69	0	0	0.9	2	256	8	2	experiment	08G
P43_2_64	HAMBI_1896	anc	9304	9304	0.7846841528211184	0.9	2	64	8	2	experiment	08G
P43_2_64	HAMBI_1287	evo	2553	2553	0.21531584717888166	0.1	2	64	8	2	experiment	08G
P43_s_0	HAMBI_1896	anc	4961	4961	0.8799219581411848	0.9	1	NA	0	2	masterplate	06D
P43_s_0	HAMBI_1287	evo	677	677	0.12007804185881518	0.1	1	NA	0	2	masterplate	06D
P44_1_16	HAMBI_1896	evo	5458	5458	0.6786868938075106	0.9	1	16	8	2	experiment	08H
P44_1_16	HAMBI_1287	evo	2584	2584	0.32131310619248943	0.1	1	16	8	2	experiment	08H
P44_1_256	HAMBI_1896	evo	9251	9251	0.898766151753619	0.9	1	256	8	2	experiment	08H
P44_1_256	HAMBI_1287	evo	1042	1042	0.10123384824638104	0.1	1	256	8	2	experiment	08H
P44_1_64	HAMBI_1896	evo	6610	6610	0.7802171860245515	0.9	1	64	8	2	experiment	08H
P44_1_64	HAMBI_1287	evo	1862	1862	0.21978281397544855	0.1	1	64	8	2	experiment	08H
P44_2_16	HAMBI_1896	evo	5893	5893	0.6791517805693212	0.9	2	16	8	2	experiment	07H
P44_2_16	HAMBI_1287	evo	2784	2784	0.3208482194306788	0.1	2	16	8	2	experiment	07H
P44_2_256	HAMBI_1896	evo	8825	8825	0.8573788011269795	0.9	2	256	8	2	experiment	07H
P44_2_256	HAMBI_1287	evo	1468	1468	0.1426211988730205	0.1	2	256	8	2	experiment	07H
P44_2_64	HAMBI_1896	evo	10611	10611	0.7887460046086375	0.9	2	64	8	2	experiment	07H
P44_2_64	HAMBI_1287	evo	2842	2842	0.21125399539136253	0.1	2	64	8	2	experiment	07H
P44_s_0	HAMBI_1896	evo	4337	4337	0.7776582391967007	0.9	1	NA	0	2	masterplate	06H
P44_s_0	HAMBI_1287	evo	1240	1240	0.22234176080329926	0.1	1	NA	0	2	masterplate	06H
P45_1_0	HAMBI_1977	anc	10684	10684	0.75499964666808	0.9	1	0	8	2	experiment	09C
P45_1_0	HAMBI_1896	anc	3467	3467	0.24500035333192	0.1	1	0	8	2	experiment	09C
P45_1_16	HAMBI_1977	anc	7176	7176	0.6344266643090797	0.9	1	16	8	2	experiment	09C
P45_1_16	HAMBI_1896	anc	4135	4135	0.3655733356909203	0.1	1	16	8	2	experiment	09C
P45_1_256	HAMBI_1896	anc	13353	13353	1	0.1	1	256	8	2	experiment	09C
P45_1_256	HAMBI_1977	anc	33	0	0	0.9	1	256	8	2	experiment	09C
P45_1_64	HAMBI_1977	anc	6167	6167	0.5345410418653029	0.9	1	64	8	2	experiment	09C
P45_1_64	HAMBI_1896	anc	5370	5370	0.46545895813469707	0.1	1	64	8	2	experiment	09C
P45_2_0	HAMBI_1977	anc	603	603	0.5699432892249527	0.9	2	0	8	2	experiment	10C
P45_2_0	HAMBI_1896	anc	455	455	0.43005671077504726	0.1	2	0	8	2	experiment	10C
P45_2_16	HAMBI_1977	anc	7626	7626	0.6911991298830781	0.9	2	16	8	2	experiment	10C
P45_2_16	HAMBI_1896	anc	3407	3407	0.308800870116922	0.1	2	16	8	2	experiment	10C
P45_2_256	HAMBI_1896	anc	14152	14152	1	0.1	2	256	8	2	experiment	10C
P45_2_256	HAMBI_1977	anc	25	0	0	0.9	2	256	8	2	experiment	10C
P45_2_64	HAMBI_1896	anc	10213	10213	1	0.1	2	64	8	2	experiment	10C
P45_2_64	HAMBI_1977	anc	23	0	0	0.9	2	64	8	2	experiment	10C
P45_s_0	HAMBI_1977	anc	5008	5008	0.8868425712767841	0.9	1	NA	0	2	masterplate	04E
P45_s_0	HAMBI_1896	anc	639	639	0.11315742872321587	0.1	1	NA	0	2	masterplate	04E
P46_1_0	HAMBI_1977	evo	9536	9536	0.7106341754229079	0.9	1	0	8	2	experiment	10D
P46_1_0	HAMBI_1896	anc	3883	3883	0.2893658245770922	0.1	1	0	8	2	experiment	10D
P46_1_16	HAMBI_1977	evo	5707	5707	0.713375	0.9	1	16	8	2	experiment	10D
P46_1_16	HAMBI_1896	anc	2293	2293	0.286625	0.1	1	16	8	2	experiment	10D
P46_1_256	HAMBI_1977	evo	10741	10741	0.7422431069034621	0.9	1	256	8	2	experiment	10D
P46_1_256	HAMBI_1896	anc	3730	3730	0.2577568930965379	0.1	1	256	8	2	experiment	10D
P46_1_64	HAMBI_1977	evo	8628	8628	0.7447561501942167	0.9	1	64	8	2	experiment	10D
P46_1_64	HAMBI_1896	anc	2957	2957	0.25524384980578335	0.1	1	64	8	2	experiment	10D
P46_2_0	HAMBI_1977	evo	10545	10545	0.7221613477605807	0.9	2	0	8	2	experiment	09D
P46_2_0	HAMBI_1896	anc	4057	4057	0.2778386522394193	0.1	2	0	8	2	experiment	09D
P46_2_16	HAMBI_1977	evo	7715	7715	0.7389138971362896	0.9	2	16	8	2	experiment	09D
P46_2_16	HAMBI_1896	anc	2726	2726	0.26108610286371037	0.1	2	16	8	2	experiment	09D
P46_2_256	HAMBI_1977	evo	12253	12253	0.8177934992992058	0.9	2	256	8	2	experiment	09D
P46_2_256	HAMBI_1896	anc	2730	2730	0.18220650070079422	0.1	2	256	8	2	experiment	09D
P46_2_64	HAMBI_1977	evo	8162	8162	0.734521238300936	0.9	2	64	8	2	experiment	09D
P46_2_64	HAMBI_1896	anc	2950	2950	0.2654787616990641	0.1	2	64	8	2	experiment	09D
P46_s_0	HAMBI_1977	evo	4065	4065	0.8423124740986324	0.9	1	NA	0	2	masterplate	05E
P46_s_0	HAMBI_1896	anc	761	761	0.1576875259013676	0.1	1	NA	0	2	masterplate	05E
P47_1_0	HAMBI_1977	anc	9602	9602	0.8519964507542147	0.9	1	0	8	2	experiment	11C
P47_1_0	HAMBI_1896	evo	1668	1668	0.14800354924578527	0.1	1	0	8	2	experiment	11C
P47_1_16	HAMBI_1977	anc	6901	6901	0.8476845596364083	0.9	1	16	8	2	experiment	11C
P47_1_16	HAMBI_1896	evo	1240	1240	0.1523154403635917	0.1	1	16	8	2	experiment	11C
P47_1_256	HAMBI_1896	evo	10612	10612	1	0.1	1	256	8	2	experiment	11C
P47_1_256	HAMBI_1977	anc	14	0	0	0.9	1	256	8	2	experiment	11C
P47_1_64	HAMBI_1896	evo	7197	7197	1	0.1	1	64	8	2	experiment	11C
P47_1_64	HAMBI_1977	anc	13	0	0	0.9	1	64	8	2	experiment	11C
P47_2_0	HAMBI_1977	anc	6891	6891	0.8284443375811493	0.9	2	0	8	2	experiment	12C
P47_2_0	HAMBI_1896	evo	1427	1427	0.17155566241885067	0.1	2	0	8	2	experiment	12C
P47_2_16	HAMBI_1977	anc	9327	9327	0.7722305017386984	0.9	2	16	8	2	experiment	12C
P47_2_16	HAMBI_1896	evo	2751	2751	0.22776949826130155	0.1	2	16	8	2	experiment	12C
P47_2_256	HAMBI_1896	evo	11306	11306	1	0.1	2	256	8	2	experiment	12C
P47_2_256	HAMBI_1977	anc	23	0	0	0.9	2	256	8	2	experiment	12C
P47_2_64	HAMBI_1896	evo	9526	9526	1	0.1	2	64	8	2	experiment	12C
P47_2_64	HAMBI_1977	anc	27	0	0	0.9	2	64	8	2	experiment	12C
P47_s_0	HAMBI_1977	anc	3786	3786	0.920943809292143	0.9	1	NA	0	2	masterplate	04F
P47_s_0	HAMBI_1896	evo	325	325	0.07905619070785697	0.1	1	NA	0	2	masterplate	04F
P48_1_0	HAMBI_1977	evo	7792	7792	0.8363207040892991	0.9	1	0	8	2	experiment	12D
P48_1_0	HAMBI_1896	evo	1525	1525	0.16367929591070088	0.1	1	0	8	2	experiment	12D
P48_1_16	HAMBI_1977	evo	6607	6607	0.8700289702396629	0.9	1	16	8	2	experiment	12D
P48_1_16	HAMBI_1896	evo	987	987	0.12997102976033711	0.1	1	16	8	2	experiment	12D
P48_1_256	HAMBI_1977	evo	7747	7747	0.8089171974522293	0.9	1	256	8	2	experiment	12D
P48_1_256	HAMBI_1896	evo	1830	1830	0.1910828025477707	0.1	1	256	8	2	experiment	12D
P48_1_64	HAMBI_1977	evo	6976	6976	0.7789191603394372	0.9	1	64	8	2	experiment	12D
P48_1_64	HAMBI_1896	evo	1980	1980	0.22108083966056274	0.1	1	64	8	2	experiment	12D
P48_2_0	HAMBI_1977	evo	9892	9892	0.8309811827956989	0.9	2	0	8	2	experiment	11D
P48_2_0	HAMBI_1896	evo	2012	2012	0.16901881720430106	0.1	2	0	8	2	experiment	11D
P48_2_16	HAMBI_1977	evo	6047	6047	0.7766503981505266	0.9	2	16	8	2	experiment	11D
P48_2_16	HAMBI_1896	evo	1739	1739	0.22334960184947342	0.1	2	16	8	2	experiment	11D
P48_2_256	HAMBI_1977	evo	9890	9890	0.822521623419827	0.9	2	256	8	2	experiment	11D
P48_2_256	HAMBI_1896	evo	2134	2134	0.177478376580173	0.1	2	256	8	2	experiment	11D
P48_2_64	HAMBI_1977	evo	6547	6547	0.804893041553971	0.9	2	64	8	2	experiment	11D
P48_2_64	HAMBI_1896	evo	1587	1587	0.19510695844602902	0.1	2	64	8	2	experiment	11D
P48_s_0	HAMBI_1977	evo	4962	4962	0.9010350463047031	0.9	1	NA	0	2	masterplate	05F
P48_s_0	HAMBI_1896	evo	545	545	0.0989649536952969	0.1	1	NA	0	2	masterplate	05F
