sample	community_id	n_species	community_type	transfers	strep_conc	replicate	plate_well	notes
T58_s_0	T58	3	masterplate	0		1	11F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T79_s_0	T79	3	masterplate	0		1	11G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T82_s_0	T82	3	masterplate	0		1	11H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T62_s_0	T62	3	masterplate	0		1	12A	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T65_s_0	T65	3	masterplate	0		1	12B	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T68_s_0	T68	3	masterplate	0		1	12C	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T71_s_0	T71	3	masterplate	0		1	12D	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T67_s_0	T67	3	masterplate	0		1	12E	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T70_s_0	T70	3	masterplate	0		1	12F	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T91_s_0	T91	3	masterplate	0		1	12G	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
T94_s_0	T94	3	masterplate	0		1	12H	Masterplate samples are those that were constructed ahead of time, then thawed and used in the experiment. They had no time to grow and thus should contain only what we put into them in roughly the proportions we intended
